pokedex_number,pokemon_name,next_evolution,pokemon_weight,pokemon_height,pokemon_type,pokemon_abilities
0591,Amoonguss,"##0590 - Foongus (https://pokemondb.net/pokedex/foongus), ##0591 - Amoonguss (https://pokemondb.net/pokedex/amoonguss)",10.5 kg,60.0 cm,Grass,"Absorb (https://pokemondb.net/move/absorb), Normal (https://pokemondb.net/type/normal), Scary Face (https://pokemondb.net/move/scary-face), Absorb (https://pokemondb.net/move/absorb), Normal (https://pokemondb.net/type/normal), Hyper Beam (https://pokemondb.net/move/hyper-beam), Body Slam (https://pokemondb.net/move/body-slam)"
0589,Escavalier,"##0588 - Karrablast (https://pokemondb.net/pokedex/karrablast), ##0589 - Escavalier (https://pokemondb.net/pokedex/escavalier)",33.0 kg,100.0 cm,Bug,"Double-Edge (https://pokemondb.net/move/double-edge), Bug (https://pokemondb.net/type/bug), Hyper Beam (https://pokemondb.net/move/hyper-beam), Swords Dance (https://pokemondb.net/move/swords-dance), Double-Edge (https://pokemondb.net/move/double-edge), Bug (https://pokemondb.net/type/bug), Bug (https://pokemondb.net/type/bug), Normal (https://pokemondb.net/type/normal), Toxic (https://pokemondb.net/move/toxic), Fighting (https://pokemondb.net/type/fighting)"
0588,Karrablast,"##0588 - Karrablast (https://pokemondb.net/pokedex/karrablast), ##0589 - Escavalier (https://pokemondb.net/pokedex/escavalier)",5.9 kg,50.0 cm,Bug,"Leer (https://pokemondb.net/move/leer), Bug (https://pokemondb.net/type/bug), Screech (https://pokemondb.net/move/screech), Swords Dance (https://pokemondb.net/move/swords-dance), Peck (https://pokemondb.net/move/peck), Bug (https://pokemondb.net/type/bug), Bug (https://pokemondb.net/type/bug), Toxic (https://pokemondb.net/move/toxic), Normal (https://pokemondb.net/type/normal)"
0581,Swanna,"##0580 - Ducklett (https://pokemondb.net/pokedex/ducklett), ##0581 - Swanna (https://pokemondb.net/pokedex/swanna)",24.2 kg,130.0 cm,Water,"Defog (https://pokemondb.net/move/defog), Protect (https://pokemondb.net/move/protect), Defog (https://pokemondb.net/move/defog), Flying (https://pokemondb.net/type/flying), Flying (https://pokemondb.net/type/flying), Toxic (https://pokemondb.net/move/toxic), Flying (https://pokemondb.net/type/flying)"
0590,Foongus,"##0590 - Foongus (https://pokemondb.net/pokedex/foongus), ##0591 - Amoonguss (https://pokemondb.net/pokedex/amoonguss)",1.0 kg,20.0 cm,Grass,"Absorb (https://pokemondb.net/move/absorb), Normal (https://pokemondb.net/type/normal), Protect (https://pokemondb.net/move/protect), Absorb (https://pokemondb.net/move/absorb), Normal (https://pokemondb.net/type/normal), Solar Beam (https://pokemondb.net/move/solar-beam), Body Slam (https://pokemondb.net/move/body-slam)"
0580,Ducklett,"##0580 - Ducklett (https://pokemondb.net/pokedex/ducklett), ##0581 - Swanna (https://pokemondb.net/pokedex/swanna)",5.5 kg,50.0 cm,Water,"Water Gun (https://pokemondb.net/move/water-gun), Water (https://pokemondb.net/type/water), Protect (https://pokemondb.net/move/protect), Water Gun (https://pokemondb.net/move/water-gun), Flying (https://pokemondb.net/type/flying), Flying (https://pokemondb.net/type/flying), Toxic (https://pokemondb.net/move/toxic), Flying (https://pokemondb.net/type/flying)"
0583,Vanillish,"##0582 - Vanillite (https://pokemondb.net/pokedex/vanillite), ##0583 - Vanillish (https://pokemondb.net/pokedex/vanillish), ##0584 - Vanilluxe (https://pokemondb.net/pokedex/vanilluxe)",41.0 kg,110.00000000000001 cm,Ice,"Astonish (https://pokemondb.net/move/astonish), Ice (https://pokemondb.net/type/ice), Light Screen (https://pokemondb.net/move/light-screen), Ice Beam (https://pokemondb.net/move/ice-beam), Astonish (https://pokemondb.net/move/astonish), Steel (https://pokemondb.net/type/steel), Psychic (https://pokemondb.net/type/psychic), Toxic (https://pokemondb.net/move/toxic), Normal (https://pokemondb.net/type/normal)"
0582,Vanillite,"##0582 - Vanillite (https://pokemondb.net/pokedex/vanillite), ##0583 - Vanillish (https://pokemondb.net/pokedex/vanillish), ##0584 - Vanilluxe (https://pokemondb.net/pokedex/vanilluxe)",5.7 kg,40.0 cm,Ice,"Astonish (https://pokemondb.net/move/astonish), Ice (https://pokemondb.net/type/ice), Light Screen (https://pokemondb.net/move/light-screen), Ice Beam (https://pokemondb.net/move/ice-beam), Icicle Spear (https://pokemondb.net/move/icicle-spear), Steel (https://pokemondb.net/type/steel), Psychic (https://pokemondb.net/type/psychic), Toxic (https://pokemondb.net/move/toxic), Normal (https://pokemondb.net/type/normal)"
0579,Reuniclus,"##0577 - Solosis (https://pokemondb.net/pokedex/solosis), ##0578 - Duosion (https://pokemondb.net/pokedex/duosion), ##0579 - Reuniclus (https://pokemondb.net/pokedex/reuniclus)",20.1 kg,100.0 cm,Psychic,"Confusion (https://pokemondb.net/move/confusion), Fighting (https://pokemondb.net/type/fighting), Charm (https://pokemondb.net/move/charm), Confusion (https://pokemondb.net/move/confusion), Fighting (https://pokemondb.net/type/fighting), Poison (https://pokemondb.net/type/poison), Psychic (https://pokemondb.net/type/psychic), Mega Punch (https://pokemondb.net/move/mega-punch), Thunder (https://pokemondb.net/move/thunder)"
0606,Beheeyem,"##0605 - Elgyem (https://pokemondb.net/pokedex/elgyem), ##0606 - Beheeyem (https://pokemondb.net/pokedex/beheeyem)",34.5 kg,100.0 cm,Psychic,"Confusion (https://pokemondb.net/move/confusion), Ghost (https://pokemondb.net/type/ghost), Psychic (https://pokemondb.net/type/psychic), Hyper Beam (https://pokemondb.net/move/hyper-beam), Thunderbolt (https://pokemondb.net/move/thunderbolt), Confusion (https://pokemondb.net/move/confusion), Psychic (https://pokemondb.net/type/psychic), Normal (https://pokemondb.net/type/normal), Psyshock (https://pokemondb.net/move/psyshock), Normal (https://pokemondb.net/type/normal)"
0578,Duosion,"##0577 - Solosis (https://pokemondb.net/pokedex/solosis), ##0578 - Duosion (https://pokemondb.net/pokedex/duosion), ##0579 - Reuniclus (https://pokemondb.net/pokedex/reuniclus)",8.0 kg,60.0 cm,Psychic,"Confusion (https://pokemondb.net/move/confusion), Charm (https://pokemondb.net/move/charm), Confusion (https://pokemondb.net/move/confusion), Poison (https://pokemondb.net/type/poison), Psychic (https://pokemondb.net/type/psychic), Thunder Wave (https://pokemondb.net/move/thunder-wave), Thunder (https://pokemondb.net/move/thunder)"
0577,Solosis,"##0577 - Solosis (https://pokemondb.net/pokedex/solosis), ##0578 - Duosion (https://pokemondb.net/pokedex/duosion), ##0579 - Reuniclus (https://pokemondb.net/pokedex/reuniclus)",1.0 kg,30.0 cm,Psychic,"Confusion (https://pokemondb.net/move/confusion), Poison (https://pokemondb.net/type/poison), Charm (https://pokemondb.net/move/charm), Confusion (https://pokemondb.net/move/confusion), Poison (https://pokemondb.net/type/poison), Psychic (https://pokemondb.net/type/psychic), Thunder Wave (https://pokemondb.net/move/thunder-wave), Thunder (https://pokemondb.net/move/thunder)"
0576,Gothitelle,"##0574 - Gothita (https://pokemondb.net/pokedex/gothita), ##0575 - Gothorita (https://pokemondb.net/pokedex/gothorita), ##0576 - Gothitelle (https://pokemondb.net/pokedex/gothitelle)",44.0 kg,150.0 cm,Psychic,"Confusion (https://pokemondb.net/move/confusion), Normal (https://pokemondb.net/type/normal), Charm (https://pokemondb.net/move/charm), Confusion (https://pokemondb.net/move/confusion), Normal (https://pokemondb.net/type/normal), Psychic (https://pokemondb.net/type/psychic), Hyper Beam (https://pokemondb.net/move/hyper-beam), Thunderbolt (https://pokemondb.net/move/thunderbolt)"
0575,Gothorita,"##0574 - Gothita (https://pokemondb.net/pokedex/gothita), ##0575 - Gothorita (https://pokemondb.net/pokedex/gothorita), ##0576 - Gothitelle (https://pokemondb.net/pokedex/gothitelle)",18.0 kg,70.0 cm,Psychic,"Confusion (https://pokemondb.net/move/confusion), Normal (https://pokemondb.net/type/normal), Charm (https://pokemondb.net/move/charm), Confusion (https://pokemondb.net/move/confusion), Normal (https://pokemondb.net/type/normal), Psychic (https://pokemondb.net/type/psychic), Thunder Wave (https://pokemondb.net/move/thunder-wave), Thunderbolt (https://pokemondb.net/move/thunderbolt)"
0574,Gothita,"##0574 - Gothita (https://pokemondb.net/pokedex/gothita), ##0575 - Gothorita (https://pokemondb.net/pokedex/gothorita), ##0576 - Gothitelle (https://pokemondb.net/pokedex/gothitelle)",5.8 kg,40.0 cm,Psychic,"Confusion (https://pokemondb.net/move/confusion), Normal (https://pokemondb.net/type/normal), Charm (https://pokemondb.net/move/charm), Confusion (https://pokemondb.net/move/confusion), Normal (https://pokemondb.net/type/normal), Psychic (https://pokemondb.net/type/psychic), Thunder Wave (https://pokemondb.net/move/thunder-wave), Thunderbolt (https://pokemondb.net/move/thunderbolt)"
0570,Zorua,"##0570 - Zorua (https://pokemondb.net/pokedex/zorua), ##0571 - Zoroark (https://pokemondb.net/pokedex/zoroark), ##0570 - Zorua (https://pokemondb.net/pokedex/zorua), ##0571 - Zoroark (https://pokemondb.net/pokedex/zoroark)",12.5 kg,70.0 cm,Dark,"Leer (https://pokemondb.net/move/leer), Leer (https://pokemondb.net/move/leer), Normal (https://pokemondb.net/type/normal), Dark (https://pokemondb.net/type/dark), Take Down (https://pokemondb.net/move/take-down), Take Down (https://pokemondb.net/move/take-down), Shadow Sneak (https://pokemondb.net/move/shadow-sneak), Flying (https://pokemondb.net/type/flying)"
0572,Minccino,"##0572 - Minccino (https://pokemondb.net/pokedex/minccino), ##0573 - Cinccino (https://pokemondb.net/pokedex/cinccino)",5.8 kg,40.0 cm,Normal,"Baby-Doll Eyes (https://pokemondb.net/move/baby-doll-eyes), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down), Baby-Doll Eyes (https://pokemondb.net/move/baby-doll-eyes), Water (https://pokemondb.net/type/water), Ice (https://pokemondb.net/type/ice), Thunder Wave (https://pokemondb.net/move/thunder-wave), Thunderbolt (https://pokemondb.net/move/thunderbolt)"
0571,Zoroark,"##0570 - Zorua (https://pokemondb.net/pokedex/zorua), ##0571 - Zoroark (https://pokemondb.net/pokedex/zoroark), ##0570 - Zorua (https://pokemondb.net/pokedex/zorua), ##0571 - Zoroark (https://pokemondb.net/pokedex/zoroark)",81.1 kg,160.0 cm,Dark,"Hone Claws (https://pokemondb.net/move/hone-claws), Hone Claws (https://pokemondb.net/move/hone-claws), Dark (https://pokemondb.net/type/dark), Ghost (https://pokemondb.net/type/ghost), Normal (https://pokemondb.net/type/normal), Dark (https://pokemondb.net/type/dark), Take Down (https://pokemondb.net/move/take-down), Take Down (https://pokemondb.net/move/take-down), Shadow Sneak (https://pokemondb.net/move/shadow-sneak), Flying (https://pokemondb.net/type/flying)"
0569,Garbodor,"##0568 - Trubbish (https://pokemondb.net/pokedex/trubbish), ##0569 - Garbodor (https://pokemondb.net/pokedex/garbodor)",107.3 kg,190.0 cm,Poison,"Acid Spray (https://pokemondb.net/move/acid-spray), Steel (https://pokemondb.net/type/steel), Poison (https://pokemondb.net/type/poison), Hyper Beam (https://pokemondb.net/move/hyper-beam), Body Slam (https://pokemondb.net/move/body-slam), Poison Gas (https://pokemondb.net/move/poison-gas), Steel (https://pokemondb.net/type/steel), Fighting (https://pokemondb.net/type/fighting), Normal (https://pokemondb.net/type/normal), Toxic (https://pokemondb.net/move/toxic), Normal (https://pokemondb.net/type/normal)"
0568,Trubbish,"##0568 - Trubbish (https://pokemondb.net/pokedex/trubbish), ##0569 - Garbodor (https://pokemondb.net/pokedex/garbodor)",31.0 kg,60.0 cm,Poison,"Poison Gas (https://pokemondb.net/move/poison-gas), Steel (https://pokemondb.net/type/steel), Poison (https://pokemondb.net/type/poison), Self-Destruct (https://pokemondb.net/move/self-destruct), Amnesia (https://pokemondb.net/move/amnesia), Poison Gas (https://pokemondb.net/move/poison-gas), Steel (https://pokemondb.net/type/steel), Fighting (https://pokemondb.net/type/fighting), Toxic (https://pokemondb.net/move/toxic), Normal (https://pokemondb.net/type/normal)"
0567,Archeops,"##0566 - Archen (https://pokemondb.net/pokedex/archen), ##0567 - Archeops (https://pokemondb.net/pokedex/archeops)",32.0 kg,140.0 cm,Rock,"Leer (https://pokemondb.net/move/leer), Flying (https://pokemondb.net/type/flying), Fly (https://pokemondb.net/move/fly), Earthquake (https://pokemondb.net/move/earthquake), Leer (https://pokemondb.net/move/leer), Psychic (https://pokemondb.net/type/psychic), Psychic (https://pokemondb.net/type/psychic), Dragon Claw (https://pokemondb.net/move/dragon-claw), Ground (https://pokemondb.net/type/ground)"
0566,Archen,"##0566 - Archen (https://pokemondb.net/pokedex/archen), ##0567 - Archeops (https://pokemondb.net/pokedex/archeops)",9.5 kg,50.0 cm,Rock,"Leer (https://pokemondb.net/move/leer), Dark (https://pokemondb.net/type/dark), Flying (https://pokemondb.net/type/flying), Dig (https://pokemondb.net/move/dig), Earthquake (https://pokemondb.net/move/earthquake), Leer (https://pokemondb.net/move/leer), Psychic (https://pokemondb.net/type/psychic), Psychic (https://pokemondb.net/type/psychic), Dragon Claw (https://pokemondb.net/move/dragon-claw), Ground (https://pokemondb.net/type/ground)"
0573,Cinccino,"##0572 - Minccino (https://pokemondb.net/pokedex/minccino), ##0573 - Cinccino (https://pokemondb.net/pokedex/cinccino)",7.5 kg,50.0 cm,Normal,"Bullet Seed (https://pokemondb.net/move/bullet-seed), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), After You (https://pokemondb.net/move/after-you), Water (https://pokemondb.net/type/water), Ice (https://pokemondb.net/type/ice), Hyper Beam (https://pokemondb.net/move/hyper-beam), Thunderbolt (https://pokemondb.net/move/thunderbolt)"
0565,Carracosta,"##0564 - Tirtouga (https://pokemondb.net/pokedex/tirtouga), ##0565 - Carracosta (https://pokemondb.net/pokedex/carracosta)",81.0 kg,120.0 cm,Water,"Aqua Jet (https://pokemondb.net/move/aqua-jet), Rock (https://pokemondb.net/type/rock), Hyper Beam (https://pokemondb.net/move/hyper-beam), Body Slam (https://pokemondb.net/move/body-slam), Bide (https://pokemondb.net/move/bide), Normal (https://pokemondb.net/type/normal), Water (https://pokemondb.net/type/water), Toxic (https://pokemondb.net/move/toxic), Ground (https://pokemondb.net/type/ground)"
0564,Tirtouga,"##0564 - Tirtouga (https://pokemondb.net/pokedex/tirtouga), ##0565 - Carracosta (https://pokemondb.net/pokedex/carracosta)",16.5 kg,70.0 cm,Water,"Water Gun (https://pokemondb.net/move/water-gun), Normal (https://pokemondb.net/type/normal), Rock (https://pokemondb.net/type/rock), Dig (https://pokemondb.net/move/dig), Body Slam (https://pokemondb.net/move/body-slam), Bide (https://pokemondb.net/move/bide), Normal (https://pokemondb.net/type/normal), Water (https://pokemondb.net/type/water), Toxic (https://pokemondb.net/move/toxic), Ground (https://pokemondb.net/type/ground)"
0563,Cofagrigus,"##0562 - Yamask (https://pokemondb.net/pokedex/yamask), ##0563 - Cofagrigus (https://pokemondb.net/pokedex/cofagrigus), ##0562 - Yamask (https://pokemondb.net/pokedex/yamask), ##0867 - Runerigus (https://pokemondb.net/pokedex/runerigus)",76.5 kg,170.0 cm,Ghost,"Astonish (https://pokemondb.net/move/astonish), Ghost (https://pokemondb.net/type/ghost), Dark (https://pokemondb.net/type/dark), Ghost (https://pokemondb.net/type/ghost), Hyper Beam (https://pokemondb.net/move/hyper-beam), Psychic (https://pokemondb.net/move/psychic), Astonish (https://pokemondb.net/move/astonish), Normal (https://pokemondb.net/type/normal), Psychic (https://pokemondb.net/type/psychic), Normal (https://pokemondb.net/type/normal), Calm Mind (https://pokemondb.net/move/calm-mind), Normal (https://pokemondb.net/type/normal)"
0556,Maractus,,28.0 kg,100.0 cm,Grass,"Absorb (https://pokemondb.net/move/absorb), Grass (https://pokemondb.net/type/grass), Grass (https://pokemondb.net/type/grass), Pin Missile (https://pokemondb.net/move/pin-missile), Substitute (https://pokemondb.net/move/substitute), Absorb (https://pokemondb.net/move/absorb), Flying (https://pokemondb.net/type/flying), Normal (https://pokemondb.net/type/normal), Toxic (https://pokemondb.net/move/toxic), Normal (https://pokemondb.net/type/normal)"
0561,Sigilyph,,14.0 kg,140.0 cm,Psychic,"Confusion (https://pokemondb.net/move/confusion), Rock (https://pokemondb.net/type/rock), Flying (https://pokemondb.net/type/flying), Fly (https://pokemondb.net/move/fly), Ice Beam (https://pokemondb.net/move/ice-beam), Gust (https://pokemondb.net/move/gust), Rock (https://pokemondb.net/type/rock), Flying (https://pokemondb.net/type/flying), Psyshock (https://pokemondb.net/move/psyshock), Flying (https://pokemondb.net/type/flying)"
0562,Yamask,"##0562 - Yamask (https://pokemondb.net/pokedex/yamask), ##0563 - Cofagrigus (https://pokemondb.net/pokedex/cofagrigus), ##0562 - Yamask (https://pokemondb.net/pokedex/yamask), ##0867 - Runerigus (https://pokemondb.net/pokedex/runerigus)",1.5 kg,50.0 cm,Ghost,"Astonish (https://pokemondb.net/move/astonish), Astonish (https://pokemondb.net/move/astonish), Dark (https://pokemondb.net/type/dark), Ghost (https://pokemondb.net/type/ghost), Safeguard (https://pokemondb.net/move/safeguard), Safeguard (https://pokemondb.net/move/safeguard), Psychic (https://pokemondb.net/move/psychic), Earthquake (https://pokemondb.net/move/earthquake), Astonish (https://pokemondb.net/move/astonish), Psychic (https://pokemondb.net/type/psychic), Normal (https://pokemondb.net/type/normal), Calm Mind (https://pokemondb.net/move/calm-mind), Normal (https://pokemondb.net/type/normal)"
0560,Scrafty,"##0559 - Scraggy (https://pokemondb.net/pokedex/scraggy), ##0560 - Scrafty (https://pokemondb.net/pokedex/scrafty)",30.0 kg,110.00000000000001 cm,Dark,"Headbutt (https://pokemondb.net/move/headbutt), Take Down (https://pokemondb.net/move/take-down), Headbutt (https://pokemondb.net/move/headbutt), Poison (https://pokemondb.net/type/poison), Fighting (https://pokemondb.net/type/fighting), Mega Punch (https://pokemondb.net/move/mega-punch), Low Kick (https://pokemondb.net/move/low-kick)"
0555,Darmanitan,"##0554 - Darumaka (https://pokemondb.net/pokedex/darumaka), ##0555 - Darmanitan (https://pokemondb.net/pokedex/darmanitan), ##0554 - Darumaka (https://pokemondb.net/pokedex/darumaka), ##0555 - Darmanitan (https://pokemondb.net/pokedex/darmanitan)",92.9 kg,130.0 cm,Fire,"Bite (https://pokemondb.net/move/bite), Bite (https://pokemondb.net/move/bite), Fighting (https://pokemondb.net/type/fighting), Ice (https://pokemondb.net/type/ice), Psychic (https://pokemondb.net/type/psychic), Fire (https://pokemondb.net/type/fire), Fire (https://pokemondb.net/type/fire), Fire (https://pokemondb.net/type/fire), Mega Punch (https://pokemondb.net/move/mega-punch), Mega Punch (https://pokemondb.net/move/mega-punch), Body Slam (https://pokemondb.net/move/body-slam), Body Slam (https://pokemondb.net/move/body-slam), Hammer Arm (https://pokemondb.net/move/hammer-arm), Fighting (https://pokemondb.net/type/fighting), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0559,Scraggy,"##0559 - Scraggy (https://pokemondb.net/pokedex/scraggy), ##0560 - Scrafty (https://pokemondb.net/pokedex/scrafty)",11.8 kg,60.0 cm,Dark,"Leer (https://pokemondb.net/move/leer), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Leer (https://pokemondb.net/move/leer), Poison (https://pokemondb.net/type/poison), Fighting (https://pokemondb.net/type/fighting), Mega Punch (https://pokemondb.net/move/mega-punch), Low Kick (https://pokemondb.net/move/low-kick)"
0553,Krookodile,"##0551 - Sandile (https://pokemondb.net/pokedex/sandile), ##0552 - Krokorok (https://pokemondb.net/pokedex/krokorok), ##0553 - Krookodile (https://pokemondb.net/pokedex/krookodile)",96.3 kg,150.0 cm,Ground,"Hone Claws (https://pokemondb.net/move/hone-claws), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down), Hone Claws (https://pokemondb.net/move/hone-claws), Water (https://pokemondb.net/type/water), Dark (https://pokemondb.net/type/dark), Mega Punch (https://pokemondb.net/move/mega-punch), Body Slam (https://pokemondb.net/move/body-slam)"
0554,Darumaka,"##0554 - Darumaka (https://pokemondb.net/pokedex/darumaka), ##0555 - Darmanitan (https://pokemondb.net/pokedex/darmanitan), ##0554 - Darumaka (https://pokemondb.net/pokedex/darumaka), ##0555 - Darmanitan (https://pokemondb.net/pokedex/darmanitan)",37.5 kg,60.0 cm,Fire,"Ember (https://pokemondb.net/move/ember), Powder Snow (https://pokemondb.net/move/powder-snow), Psychic (https://pokemondb.net/type/psychic), Fire (https://pokemondb.net/type/fire), Mega Punch (https://pokemondb.net/move/mega-punch), Mega Punch (https://pokemondb.net/move/mega-punch), Flamethrower (https://pokemondb.net/move/flamethrower), Flamethrower (https://pokemondb.net/move/flamethrower), Tackle (https://pokemondb.net/move/tackle), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0552,Krokorok,"##0551 - Sandile (https://pokemondb.net/pokedex/sandile), ##0552 - Krokorok (https://pokemondb.net/pokedex/krokorok), ##0553 - Krookodile (https://pokemondb.net/pokedex/krookodile)",33.4 kg,100.0 cm,Ground,"Hone Claws (https://pokemondb.net/move/hone-claws), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down), Hone Claws (https://pokemondb.net/move/hone-claws), Water (https://pokemondb.net/type/water), Dark (https://pokemondb.net/type/dark), Mega Punch (https://pokemondb.net/move/mega-punch), Low Kick (https://pokemondb.net/move/low-kick)"
0551,Sandile,"##0551 - Sandile (https://pokemondb.net/pokedex/sandile), ##0552 - Krokorok (https://pokemondb.net/pokedex/krokorok), ##0553 - Krookodile (https://pokemondb.net/pokedex/krookodile)",15.2 kg,70.0 cm,Ground,"Leer (https://pokemondb.net/move/leer), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down), Leer (https://pokemondb.net/move/leer), Water (https://pokemondb.net/type/water), Dark (https://pokemondb.net/type/dark), Dig (https://pokemondb.net/move/dig), Earthquake (https://pokemondb.net/move/earthquake)"
0549,Lilligant,"##0548 - Petilil (https://pokemondb.net/pokedex/petilil), ##0549 - Lilligant (https://pokemondb.net/pokedex/lilligant), ##0549 - Lilligant (https://pokemondb.net/pokedex/lilligant)",16.3 kg,110.00000000000001 cm,Grass,"Absorb (https://pokemondb.net/move/absorb), Absorb (https://pokemondb.net/move/absorb), Grass (https://pokemondb.net/type/grass), Fighting (https://pokemondb.net/type/fighting), Psychic (https://pokemondb.net/type/psychic), Charm (https://pokemondb.net/move/charm), Take Down (https://pokemondb.net/move/take-down), Rock Smash (https://pokemondb.net/move/rock-smash), Flying (https://pokemondb.net/type/flying)"
0548,Petilil,"##0548 - Petilil (https://pokemondb.net/pokedex/petilil), ##0549 - Lilligant (https://pokemondb.net/pokedex/lilligant), ##0549 - Lilligant (https://pokemondb.net/pokedex/lilligant)",6.6 kg,50.0 cm,Grass,"Absorb (https://pokemondb.net/move/absorb), Psychic (https://pokemondb.net/type/psychic), Charm (https://pokemondb.net/move/charm), Absorb (https://pokemondb.net/move/absorb), Fairy (https://pokemondb.net/type/fairy)"
0558,Crustle,"##0557 - Dwebble (https://pokemondb.net/pokedex/dwebble), ##0558 - Crustle (https://pokemondb.net/pokedex/crustle)",200.0 kg,140.0 cm,Bug,"Fury Cutter (https://pokemondb.net/move/fury-cutter), Normal (https://pokemondb.net/type/normal), Rock (https://pokemondb.net/type/rock), Hyper Beam (https://pokemondb.net/move/hyper-beam), Swords Dance (https://pokemondb.net/move/swords-dance), Rock Blast (https://pokemondb.net/move/rock-blast), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Bug (https://pokemondb.net/type/bug), Toxic (https://pokemondb.net/move/toxic), Ground (https://pokemondb.net/type/ground)"
0557,Dwebble,"##0557 - Dwebble (https://pokemondb.net/pokedex/dwebble), ##0558 - Crustle (https://pokemondb.net/pokedex/crustle)",14.5 kg,30.0 cm,Bug,"Fury Cutter (https://pokemondb.net/move/fury-cutter), Normal (https://pokemondb.net/type/normal), Bug (https://pokemondb.net/type/bug), Solar Beam (https://pokemondb.net/move/solar-beam), Swords Dance (https://pokemondb.net/move/swords-dance), Fury Cutter (https://pokemondb.net/move/fury-cutter), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Toxic (https://pokemondb.net/move/toxic), Ground (https://pokemondb.net/type/ground)"
0547,Whimsicott,"##0546 - Cottonee (https://pokemondb.net/pokedex/cottonee), ##0547 - Whimsicott (https://pokemondb.net/pokedex/whimsicott)",6.6 kg,70.0 cm,Grass,"Absorb (https://pokemondb.net/move/absorb), Charm (https://pokemondb.net/move/charm), Absorb (https://pokemondb.net/move/absorb), Dark (https://pokemondb.net/type/dark), Grass (https://pokemondb.net/type/grass), Hyper Beam (https://pokemondb.net/move/hyper-beam), Psychic (https://pokemondb.net/move/psychic)"
0546,Cottonee,"##0546 - Cottonee (https://pokemondb.net/pokedex/cottonee), ##0547 - Whimsicott (https://pokemondb.net/pokedex/whimsicott)",0.6 kg,30.0 cm,Grass,"Absorb (https://pokemondb.net/move/absorb), Dark (https://pokemondb.net/type/dark), Charm (https://pokemondb.net/move/charm), Absorb (https://pokemondb.net/move/absorb), Dark (https://pokemondb.net/type/dark), Grass (https://pokemondb.net/type/grass), Solar Beam (https://pokemondb.net/move/solar-beam), Substitute (https://pokemondb.net/move/substitute)"
0545,Scolipede,"##0543 - Venipede (https://pokemondb.net/pokedex/venipede), ##0544 - Whirlipede (https://pokemondb.net/pokedex/whirlipede), ##0545 - Scolipede (https://pokemondb.net/pokedex/scolipede)",200.5 kg,250.0 cm,Bug,"Baton Pass (https://pokemondb.net/move/baton-pass), Dark (https://pokemondb.net/type/dark), Bug (https://pokemondb.net/type/bug), Pin Missile (https://pokemondb.net/move/pin-missile), Swords Dance (https://pokemondb.net/move/swords-dance), Baton Pass (https://pokemondb.net/move/baton-pass), Normal (https://pokemondb.net/type/normal), Bug (https://pokemondb.net/type/bug), Water (https://pokemondb.net/type/water), Steel (https://pokemondb.net/type/steel), Toxic (https://pokemondb.net/move/toxic), Ground (https://pokemondb.net/type/ground)"
0544,Whirlipede,"##0543 - Venipede (https://pokemondb.net/pokedex/venipede), ##0544 - Whirlipede (https://pokemondb.net/pokedex/whirlipede), ##0545 - Scolipede (https://pokemondb.net/pokedex/scolipede)",58.5 kg,120.0 cm,Bug,"Defense Curl (https://pokemondb.net/move/defense-curl), Steel (https://pokemondb.net/type/steel), Dark (https://pokemondb.net/type/dark), Bug (https://pokemondb.net/type/bug), Pin Missile (https://pokemondb.net/move/pin-missile), Agility (https://pokemondb.net/move/agility), Defense Curl (https://pokemondb.net/move/defense-curl), Steel (https://pokemondb.net/type/steel), Bug (https://pokemondb.net/type/bug), Bug (https://pokemondb.net/type/bug), Toxic (https://pokemondb.net/move/toxic), Fighting (https://pokemondb.net/type/fighting)"
0550,Basculin,"##0550 - Basculin (https://pokemondb.net/pokedex/basculin), ##0902 - Basculegion (https://pokemondb.net/pokedex/basculegion), ##0902 - Basculegion (https://pokemondb.net/pokedex/basculegion)",18.0 kg,100.0 cm,Water,"Tail Whip (https://pokemondb.net/move/tail-whip), Tail Whip (https://pokemondb.net/move/tail-whip), Tail Whip (https://pokemondb.net/move/tail-whip), Water (https://pokemondb.net/type/water), Water (https://pokemondb.net/type/water), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Take Down (https://pokemondb.net/move/take-down), Take Down (https://pokemondb.net/move/take-down), Tackle (https://pokemondb.net/move/tackle), Water (https://pokemondb.net/type/water)"
